id,lng,lat
453365,116.5809479,40.0781937
453365,116.3900833,39.9318695
453365,116.3849869,39.9319687
453365,116.3894196,39.9388695
453365,116.3898697,39.9388733
453365,116.3964157,39.9394264
453365,116.4020157,39.9394569
453365,116.4023514,39.9400902
453365,116.4021683,39.9444008
453365,116.4020462,39.9464455
453365,116.401886,39.9532852
453365,116.40168,39.9601974
453365,116.4015808,39.9632111
453365,116.4013824,39.969883
453365,116.4012833,39.9752426
453365,116.4012833,39.975235
453365,116.4012527,39.9806328
453365,116.4012299,39.9825554
453365,116.4013824,39.9905586
453365,116.401413,39.9929886
453365,116.397934,39.9936028
453365,116.3804321,39.9893951
453365,116.3809814,39.9866257
453365,116.3810196,39.9948654
453365,116.3854141,39.9965134
453365,116.3912811,39.9966774
453365,116.3945847,39.9934273
453365,116.396347,39.9933167
453365,116.3971634,39.9920845
453365,116.3957977,39.9919815
453365,116.3959351,39.991951
453365,116.3971634,39.9927025
453365,116.3963318,39.99263
453365,116.3955841,39.9923058
453365,116.3955688,39.9922905
453365,116.3967972,39.9925957
453365,116.4004364,39.9907608
453365,116.4007339,39.9858932
453365,116.4075165,39.9871597
453365,116.4200974,39.9875412
453365,116.4200974,39.9875412
453365,116.421463,39.9875717
453365,116.4326324,39.9874763
453365,116.4431305,39.983078
453365,116.4531021,39.9765434
453365,116.4629822,39.9700127
453365,116.4667511,39.9729919
453365,116.4717331,39.9775467
453365,116.4828491,39.9875107
453365,116.4937363,39.9974518
453365,116.504982,40.0076294
453365,116.504982,40.0076294
453365,116.5058517,40.0084038
453365,116.516716,40.016304
453365,116.5325851,40.0219917
453365,116.5484467,40.0273857
453365,116.5618515,40.0325737
453365,116.5775146,40.0334702
453365,116.593132,40.033062
453365,116.6033325,40.0255661
453365,116.6076202,40.0356216
453365,116.6101685,40.0396385
453365,116.6118011,40.0482674
453365,116.6109848,40.0534973
453365,116.6109848,40.0534973
453365,116.6102829,40.0534935
453365,116.6089478,40.0476608
453365,116.6068802,40.045517
453365,116.5997009,40.0454941
453365,116.5939484,40.0506554
453365,116.5903015,40.0545883
453365,116.5828171,40.0515709
453365,116.5763321,40.0446625
453365,116.5679321,40.0360565
453365,116.5557022,40.0299683
453365,116.5426025,40.0256882
453365,116.5296478,40.0210381
453365,116.5160828,40.016098
453365,116.5054016,40.0080795
453365,116.4953308,39.9989967
453365,116.4853363,39.9899139
453365,116.4752197,39.9807739
453365,116.4650803,39.9716454
453365,116.4540024,39.9617386
453365,116.4442825,39.9530144
453365,116.4401016,39.9493408
453365,116.4385986,39.9479103
453365,116.4379807,39.9475021
453365,116.4380035,39.9475212
453365,116.4380035,39.9475365
453365,116.4380035,39.9475479
453365,116.4380035,39.9475594
453365,116.4380035,39.947567
453365,116.4380035,39.9475784
453365,116.4380035,39.9475822
453365,116.4380035,39.9475822
453365,116.4380035,39.9475899
453365,116.4380035,39.9475861
453365,116.4379807,39.9475899
453365,116.4379807,39.9475937
453365,116.4379807,39.9475937
453365,116.4380035,39.9475975
453365,116.4380035,39.9475937
453365,116.4380035,39.9475975
453365,116.4380035,39.9475975
453365,116.4380035,39.9475975
453365,116.4380188,39.9475861
453365,116.4380188,39.9475899
453365,116.4380188,39.9475899
453365,116.4380188,39.9475861
453365,116.4380188,39.9475822
453365,116.4380188,39.9475822
453365,116.4380188,39.9475784
453365,116.4380188,39.9475784
453365,116.4380188,39.9475708
453365,116.4380188,39.947567
453365,116.4380188,39.9475746
453365,116.4380188,39.9475746
453365,116.4380188,39.9475746
453365,116.4380188,39.9475708
453365,116.4380188,39.9475746
453365,116.4380188,39.9475784
453365,116.4380188,39.9475822
453365,116.4380188,39.9475899
453365,116.4380188,39.9475937
453365,116.4380188,39.9475975
453365,116.4380188,39.9475975
453365,116.4380188,39.9475975
453365,116.4380188,39.9475937
453365,116.4380188,39.9475937
453365,116.4380188,39.9475861
453365,116.4380188,39.9475861
453365,116.4380188,39.9475784
453365,116.4380341,39.9475632
453365,116.4380341,39.9475594
453365,116.4380341,39.9475517
453365,116.4380341,39.9475517
453365,116.4380341,39.9475517
453365,116.4380341,39.9475555
453365,116.4380341,39.9475594
453365,116.4380341,39.9475632
453365,116.4380188,39.947567
453365,116.4380188,39.9475708
453365,116.4380188,39.9475708
453365,116.4380341,39.9475632
453365,116.4380341,39.9475708
453365,116.4380341,39.9475708
453365,116.4380341,39.9475746
453365,116.4380341,39.9475746
453365,116.4380341,39.9475746
453365,116.4380493,39.947567
453365,116.4380493,39.947567
453365,116.4380493,39.9475632
453365,116.4393463,39.9482803
453365,116.4424667,39.9494705
453365,116.4424667,39.9494705
453365,116.4424667,39.9494667
453365,116.4424667,39.9494667
453365,116.4424667,39.9494667
453365,116.443634,39.9490051
453365,116.4453812,39.9494858
453365,116.4447479,39.9499092
453365,116.4447479,39.9499092
453365,116.4447479,39.9499168
453365,116.4447479,39.9499168
453365,116.4447479,39.9499168
453365,116.4447479,39.9499168
453365,116.4447479,39.9499245
453365,116.4447479,39.9499359
453365,116.4447479,39.9499359
453365,116.4447327,39.9499435
453365,116.4447327,39.9499435
453365,116.4447327,39.9499474
453365,116.4447327,39.9499512
453365,116.4447174,39.949955
453365,116.4447174,39.9499588
453365,116.444313,39.9502449
453365,116.4440536,39.9504013
453365,116.4429855,39.9513168
453365,116.4430008,39.9513397
453365,116.4431152,39.9514351
453365,116.4458008,39.9516602
453365,116.4492493,39.9490623
453365,116.4463348,39.9466133
453365,116.4459991,39.9465332
453365,116.4413147,39.9482079
453365,116.4388657,39.9498482
453365,116.4384842,39.95047
453365,116.4372025,39.951889
453365,116.4338989,39.9516602
453365,116.4335175,39.9532623
453365,116.4300842,39.953289
453365,116.4281998,39.953373
453365,116.4288483,39.9576912
453365,116.4281845,39.9582291
453365,116.4248962,39.958168
453365,116.4235001,39.9581795
453365,116.4222031,39.9581261
453365,116.4167328,39.9580002
453365,116.4137802,39.9579582
453365,116.4136353,39.9579468
453365,116.412117,39.9613991
453365,116.4119644,39.9668159
453365,116.41185,39.9685059
453365,116.4115829,39.9735832
453365,116.4114685,39.9752464
453365,116.4114838,39.975235
453365,116.4114838,39.975235
453365,116.4113464,39.97892
453365,116.4112473,39.9809418
453365,116.4112167,39.9817734
453365,116.4111633,39.98172
453365,116.4111176,39.9846039
453365,116.4130478,39.9872627
453365,116.4244308,39.9875755
453365,116.4316177,39.9874802
453365,116.4357986,39.985508
453365,116.4385529,39.9887352
453365,116.4422836,39.9937744
453365,116.4466324,39.9947662
453365,116.4470978,39.9955559
453365,116.4503021,39.9956284
453365,116.4503479,39.9956284
453365,116.4503326,39.9956284
453365,116.4548492,39.9957085
453365,116.4561157,39.9957581
453365,116.4605331,39.9958382
453365,116.4630814,39.9963684
453365,116.4651642,39.9982758
453365,116.46875,40.0006104
453365,116.4722824,40.0006752
453365,116.4722824,40.0006752
453365,116.4742966,40.0007019
453365,116.4727325,40.0008202
453365,116.4725189,39.9995613
453365,116.4726868,39.9974823
453365,116.4753036,39.996727
453365,116.4769974,39.9954453
453365,116.4775009,39.9926414
453365,116.4743195,39.9892311
453365,116.4720688,39.9873085
453365,116.4720688,39.9873085
453365,116.4690704,39.9848938
453365,116.4667664,39.9829865
453365,116.4669189,39.9821701
453365,116.4711685,39.9792671
453365,116.4684525,39.9757004
453365,116.4684525,39.9757004
453365,116.4620972,39.9701271
453365,116.4632034,39.9698906
453365,116.4701004,39.9654694
453365,116.4778671,39.9602127
453365,116.4834824,39.9513054
453365,116.4836807,39.9423981
453365,116.4836807,39.9331627
453365,116.4835663,39.9254265
453365,116.4834137,39.9187813
453365,116.4833832,39.9147644
453365,116.4833679,39.9147606
453365,116.4831009,39.9140854
453365,116.4889679,39.9143906
453365,116.4961472,39.9145432
453365,116.5035019,39.9147186
453365,116.5098038,39.9151192
453365,116.5121155,39.9152946
453365,116.5125351,39.9153175
453365,116.5149155,39.9156189
453365,116.5149002,39.9156189
453365,116.5156326,39.9157257
453365,116.5198364,39.9160347
453365,116.5206528,39.9159851
453365,116.5285034,39.9152985
453365,116.5351028,39.9141502
453365,116.5354004,39.9096451
453365,116.5353851,39.9096489
453365,116.5353851,39.9096489
453365,116.5354156,39.9090614
453365,116.5297012,39.9085464
453365,116.5267868,39.9086075
453365,116.5261688,39.9086075
453365,116.5255661,39.9086113
453365,116.5255508,39.9086113
453365,116.52388,39.9086189
453365,116.52388,39.9086266
453365,116.5238342,39.9086189
453365,116.5221634,39.9085617
453365,116.5217667,39.9085236
453365,116.5213013,39.9084625
453365,116.5202026,39.9083138
453365,116.5190506,39.9081078
453365,116.5177689,39.9078598
453365,116.5162811,39.9075089
453365,116.5144348,39.9071426
453365,116.5117188,39.9067612
453365,116.5071335,39.906868
453365,116.5025482,39.9069099
453365,116.5009689,39.9069176
453365,116.4998169,39.9069481
453365,116.4986801,39.9069595
453365,116.4965363,39.9068718
453365,116.492218,39.9069519
453365,116.4830475,39.9074135
453365,116.4767303,39.9042053
453365,116.4671173,39.9037285
453365,116.4651031,39.9036713
453365,116.4636154,39.9035912
453365,116.4615631,39.9035187
453365,116.4583664,39.9032898
453365,116.4536133,39.9029732
453365,116.4437332,39.9024048
453365,116.4365311,39.8985176
453365,116.4368134,39.8928299
453365,116.433197,39.8924026
453365,116.4280472,39.8924599
453365,116.4280472,39.8924599
453365,116.4263153,39.8924904
453365,116.4234009,39.8924217
453365,116.4217529,39.8923149
453365,116.4209824,39.8922348
453365,116.4152832,39.8919678
453365,116.4134369,39.8917999
453365,116.4134521,39.8917961
453365,116.41185,39.8917618
453365,116.4023514,39.8914871
453365,116.3902969,39.8895035
453365,116.3859024,39.8885918
453365,116.3791809,39.8882217
453365,116.3788834,39.8882179
453365,116.3723145,39.8879814
453365,116.3683167,39.8904915
453365,116.3684311,39.893383
453365,116.3684845,39.8937874
453365,116.3684692,39.8937645
453365,116.3684692,39.8939056
453365,116.3684311,39.8968773
453365,116.3762131,39.8987007
453365,116.3797684,39.8987732
453365,116.3844986,39.8990784
453365,116.3875198,39.8989601
453365,116.3880844,39.89888
453365,116.3880844,39.89888
453365,116.3923798,39.8988075
453365,116.3923645,39.8988152
453365,116.3923645,39.8988152
453365,116.393364,39.9008675
453365,116.393364,39.9008675
453365,116.3931808,39.9052429
453365,116.39608,39.9063606
453365,116.3968811,39.906395
453365,116.4030533,39.9065933
453365,116.4093857,39.9068871
453365,116.4096298,39.9069366
453365,116.4193344,39.9070168
453365,116.4296188,39.9071503
453365,116.4381485,39.9071045
453365,116.4421997,39.9071465
453365,116.4421997,39.9071465
453365,116.4493332,39.9070702
453365,116.4536133,39.9067497
453365,116.4525681,39.9077568
453365,116.4546661,39.9087219
453365,116.4550323,39.9097137
453365,116.4536667,39.9078217
453365,116.4516296,39.9105606
453365,116.4512634,39.9107018
453365,116.4511337,39.911438
453365,116.4483643,39.9124069
453365,116.4465866,39.9122734
453365,116.4441986,39.9124222
453365,116.4441986,39.9206467
453365,116.4441986,39.9206467
453365,116.4441986,39.9206467
453365,116.4442139,39.9206352
453365,116.4441986,39.9221497
453365,116.4441986,39.9260826
453365,116.4441986,39.9265289
453365,116.4442368,39.9314957
453365,116.444252,39.9333
453365,116.4442978,39.9378242
453365,116.444313,39.9429092
453365,116.444313,39.9429092
453365,116.4442978,39.9457436
453365,116.4426498,39.9473
453365,116.4394684,39.9494095
453365,116.4390488,39.9496689
453365,116.4391479,39.9493866
453365,116.4391479,39.9493828
453365,116.4391632,39.9493752
453365,116.4408798,39.9483795
453365,116.4429703,39.9470482
453365,116.4444656,39.9463272
453365,116.4477463,39.9468651
453365,116.4478989,39.9473267
453365,116.4478531,39.9473534
453365,116.4478531,39.9473915
453365,116.4478531,39.9474182
453365,116.4478531,39.9474525
453365,116.4478531,39.9474869
453365,116.4478531,39.9474869
453365,116.4477005,39.9476433
453365,116.4477005,39.9476547
453365,116.4477463,39.9473228
453365,116.4488983,39.9470863
453365,116.4543304,39.9478226
453365,116.4550629,39.9478302
453365,116.4554367,39.9479256
453365,116.4538803,39.9532509
453365,116.4560013,39.9551544
453365,116.4572983,39.9562836
453365,116.4573364,39.9562721
453365,116.4590149,39.9579277
453365,116.459816,39.9584885
453365,116.4613495,39.9599915
453365,116.4630661,39.9616737
453365,116.4620972,39.9607391
453365,116.4603195,39.9591675
453365,116.4597473,39.9586105
453365,116.4563828,39.9556885
453365,116.4546661,39.9540863
453365,116.4512634,39.9549217
453365,116.4496002,39.955719
453365,116.4488525,39.9562035
453365,116.4479675,39.9567871
453365,116.4455795,39.9584999
453365,116.4423141,39.9606667
453365,116.4417191,39.961174
453365,116.4387512,39.9630089
453365,116.4335175,39.9663544
453365,116.4269485,39.9684563
453365,116.4210129,39.9684639
453365,116.4225845,39.9677963
453365,116.4272156,39.9679527
453365,116.4319305,39.9669571
453365,116.4320831,39.966877
453365,116.4370499,39.9639015
453365,116.4399643,39.9618034
453365,116.4450684,39.9585381
453365,116.4474869,39.9567451
453365,116.4501495,39.9549713
453365,116.4523163,39.9522171
453365,116.4506989,39.9508018
453365,116.4506989,39.9508018
453365,116.4500809,39.9501953
453365,116.4505692,39.9505615
453365,116.4528351,39.952549
453365,116.4552689,39.9491425
453365,116.449501,39.947155
453365,116.447197,39.946804
453365,116.4429169,39.9473152
453365,116.4429169,39.9473152
453365,116.4388809,39.9498444
453365,116.4383163,39.9519043
453365,116.4379654,39.9537354
453365,116.4358521,39.9536362
453365,116.4333496,39.9554367
453365,116.433403,39.9579544
453365,116.4330978,39.9583435
453365,116.4325027,39.9583282
453365,116.431015,39.9583054
453365,116.4292145,39.958313
453365,116.4304352,39.961132
453365,116.4296036,39.9634819
453365,116.4295502,39.9665298
453365,116.4319305,39.9668617
453365,116.4326324,39.9663734
453365,116.4326324,39.9663773
453365,116.4328003,39.9662857
453365,116.4368515,39.9637604
453365,116.4461365,39.9577065
453365,116.4511642,39.9543686
453365,116.4554977,39.9496651
453365,116.4554672,39.9436073
453365,116.4554138,39.9373703
453365,116.4553146,39.9342499
453365,116.4553146,39.9338188
453365,116.4552994,39.9326668
453365,116.4552994,39.9326668
453365,116.4552841,39.9326286
453365,116.4601135,39.9323845
453365,116.4592514,39.9324379
453365,116.4565659,39.9324493
453365,116.4565659,39.9324455
453365,116.4565659,39.9324417
453365,116.4561157,39.9324265
453365,116.4552689,39.9280968
453365,116.4553833,39.9258652
453365,116.4551315,39.9255333
453365,116.4551163,39.922348
453365,116.45578,39.9233437
453365,116.45578,39.9244576
453365,116.4573669,39.9274712
453365,116.4614182,39.9282036
453365,116.4617844,39.9282646
453365,116.4618835,39.9282875
453365,116.4618835,39.9282875
453365,116.4611359,39.9281349
453365,116.4608307,39.9272919
453365,116.4608154,39.9230385
453365,116.4607697,39.9222069
453365,116.4610519,39.9213028
453365,116.4618149,39.9213181
453365,116.4618301,39.9213142
453365,116.4618301,39.9213142
453365,116.4625015,39.9219551
453365,116.4570007,39.9221344
453365,116.4558029,39.9246483
453365,116.4558334,39.9247856
453365,116.4556656,39.9273872
453365,116.4556198,39.9316521
453365,116.4556351,39.9354439
453365,116.4556503,39.9396477
453365,116.4556503,39.9396477
453365,116.4557343,39.9398918
453365,116.4556503,39.9430046
453365,116.4556656,39.9486465
453365,116.4502182,39.9552116
453365,116.4465332,39.9578285
453365,116.4459152,39.9583015
453365,116.4451981,39.9587402
453365,116.4439163,39.9643745
453365,116.4438858,39.9695702
453365,116.44133,39.9710922
453365,116.4421005,39.9719849
453365,116.4421005,39.9719849
453365,116.4434357,39.9736633
453365,116.4398346,39.9699783
453365,116.4344635,39.9660339
453365,116.4302979,39.9680367
453365,116.4282532,39.9726334
453365,116.4351654,39.9746513
453365,116.4357986,39.9744263
453365,116.4357986,39.9744263
453365,116.4357986,39.9744263
453365,116.4357986,39.9744225
453365,116.4356537,39.9745865
453365,116.4365692,39.9716492
453365,116.4347687,39.9689331
453365,116.4329529,39.9669113
453365,116.4274673,39.9684639
453365,116.4225693,39.9682884
453365,116.4240799,39.9672394
453365,116.4308014,39.967495
453365,116.4327469,39.9664459
453365,116.4327698,39.9664383
453365,116.4327698,39.9664383
453365,116.4327698,39.9664268
453365,116.4327698,39.9664268
453365,116.4368134,39.9637985
453365,116.439949,39.9616051
453365,116.4368515,39.9583549
453365,116.4320679,39.9583206
453365,116.4263535,39.9580803
453365,116.4262848,39.9580803
453365,116.4257965,39.9574051
453365,116.4262466,39.9536247
453365,116.4262466,39.9521561
453365,116.4263992,39.9488792
453365,116.419487,39.9484138
453365,116.4188156,39.9483566
453365,116.4119797,39.9480133
453365,116.4012833,39.9477234
453365,116.3901825,39.9476585
453365,116.3779297,39.9475365
453365,116.3659134,39.9473457
453365,116.3583145,39.9448166
453365,116.350853,39.9428215
453365,116.3489838,39.9403381
453365,116.3429871,39.93853
453365,116.34272,39.9385681
453365,116.3428192,39.9385147
453365,116.3405304,39.9379349
453365,116.3425827,39.9381828
453365,116.3492966,39.9390984
453365,116.3544846,39.9436302
453365,116.3620682,39.9460869
453365,116.3655167,39.9469376
453365,116.3655319,39.9469337
453365,116.3659821,39.9468956
453365,116.3656006,39.9494438
453365,116.365387,39.951519
453365,116.3650818,39.9539566
453365,116.3648682,39.9562836
453365,116.3644638,39.9604034
453365,116.3641357,39.9653854
453365,116.3641129,39.9660454
453365,116.3688354,39.9664803
453365,116.3739166,39.96661
453365,116.3810501,39.9668465
453365,116.3878326,39.9669418
453365,116.3930969,39.9671173
453365,116.3996353,39.9673386
453365,116.4055634,39.9674149
453365,116.4109802,39.9675522
453365,116.4114151,39.9675407
453365,116.418335,39.9677086
453365,116.4207306,39.967762
453365,116.4284821,39.9680023
453365,116.4327164,39.9664001
453365,116.4327011,39.9663849
453365,116.4327011,39.9663849
453365,116.4327469,39.9663467
453365,116.4381638,39.9628601
453365,116.4379807,39.9634666
453365,116.4336853,39.9661522
453365,116.4268494,39.9683762
453365,116.4291,39.9748535
453365,116.4343185,39.9825439
453365,116.4329681,39.9877586
453365,116.4225006,39.9877396
453365,116.4120026,39.9874649
453365,116.4031982,39.987339
453365,116.401413,39.9930954
453365,116.401413,39.9930878
453365,116.4009476,39.9936676
453365,116.400116,39.9936028
453365,116.3958359,39.9932404
453365,116.4011536,39.9934158
453365,116.4011307,39.9934235
453365,116.401413,39.993454
453365,116.4044342,39.9935951
453365,116.40448,39.9935989
453365,116.4056015,39.993576
453365,116.4095993,39.9936752
453365,116.4103317,39.9925003
453365,116.4107971,39.9860916
453365,116.4111023,39.9795876
453365,116.4112473,39.9787254
453365,116.4112701,39.975956
453365,116.4113312,39.9752769
453365,116.4114532,39.9723167
453365,116.4145355,39.9676285
